paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-41938780,41938780,Host restriction factors and p17-Driven inflammaging in HIV-1: From molecular pathogenesis to functional cure.,direct,ptm_degradation,direct_target,central,"e investigation (Table 1A). Tat is mostly recognized for its transactivation of HIV-1 transcription and its ability to induce proinflammatory cytokines through NF-κB activation; its production is largely dependent on active viral transcription and appears to be substantially reduced, though not necessarily eliminated, during effective cART [12]. Nef's immunomodulatory functions, including MHC-I downregulation and CD4 degr",The pathophysiological basis of SNAEs: The significance of chronic inflammation and immunometabolism,none,high
pmid-41931620,41931620,Phospholipid-driven conformational switching of HCV NS5A links protein folding to replication membrane remodeling.,direct,localization_retention,direct_target,central,"ls. Previous crystal structures suggested an internal hydrogen bond linking residues 117 and 166 (Fig. 1B bottom), folding the C terminus of D1 into a putative RNA binding groove (Fig. 2A, inset) (8, 9, 15). However, these structures were derived from truncated constructs and likely miss membrane-driven conformational states. In this study, we focused on dissecting the biological mechanisms governing NS5A-phospholipid interacti",INTRODUCTION,none,medium
pmid-41931390,41931390,Host microRNA-31-5p regulates KHDRBS3 expression and modulates viral gene expression during KSHV lytic reactivation.,direct,localization_retention,direct_target,central,"ve been shown to regulate the life cycle and pathogenesis of human herpesviruses either through direct action on viral gene expression or through modulation of host factors and pathways important for successful viral infections and persistence.14–16 For instance, a host miRNA, miR-373, promotes herpes simplex virus type 1 (HSV-1) replication by directly targeting interferon (IFN) regulatory factor 1 (IRF1), a transcriptional act",INTRODUCTION,none,medium
pmid-41930967,41930967,Dual role of glycosylation in resistance to CD4-binding site broadly neutralizing antibodies.,background,localization_retention,incidental,incidental,No decisive in-scope host-pathogen mechanism passage found in normalized text.,body,tighten_query,medium
pmid-41902262,41902262,Breaking into HIV-1's Epigenetic Vault: Cure Strategies to Eliminate the Viral Reservoir.,direct,ptm_degradation,direct_target,central,"enzymes that read, write, and erase them (see reference [16]). The effects of histone deacetylation are particularly well-characterized, and indeed a number of host factors have been associated with the recruitment of histone deacetylase complexes (HDACs) to the provirus; these include, but are not limited to, Ying Yang 1 (YY1) [51], C-promoter Binding Factor 1 (CBF-1) [52], B cell lymphoma/leukemia 11B (BCL11B or CTIP2) [53], a",2. A Primer on Chromatin and Epigenetic Regulation of HIV-1 Gene Expression,none,medium
pmid-41898579,41898579,Phosphoproteome-Entailed Kinase-Substrate Landscape of Human-DENV-2 Interaction.,direct,localization_retention,direct_target,central,"roteins contribute to viral replication, immune evasion, and various enzymatic functions crucial for the viral life cycle [5]. The envelope protein facilitates viral entry into the host cell [6]. The capsid protein mainly functions to enclose the viral RNA during assembly and then release it into the host cell during infection [7]. Membrane proteins form ion channels to facilitate viral release from the host cells, playing a cr",1. Introduction,none,high
pmid-41891723,41891723,Galectin-9 is a restrictor of infection with multiple enteroviruses.,indirect,localization_retention,pathway_or_context,supporting,"a common variant of Gal-3, may exert a protective effect (15). Gal-9 has two CRDs connected by a linker domain. Gal-9 has six isoforms generated by alternative splicing: full, Δ5, Δ5/6, Δ5/10, Δ5/6/10, and Δ6. Their molecular weights range from 25 to 39 kDa (16). It is encoded by the LGALS9, which is ubiquitously expressed in various tissues and cells (17), especially in the lymphatic and digestive systems (18, 19). The over",INTRODUCTION,reviewer_calibration,medium
pmid-41886495,41886495,Herpesvirus-encoded lncRNA targets host splicing by interacting with splicing factors.,indirect,localization_retention,pathway_or_context,supporting,"n, Kaposin and 12 miRNA genes. All genes within KLAR are primarily expressed from a single major latency promotor upstream of LANA and processed by alternative splicing during latency [11] (Fig 1a). In 2014, Chandriani et al identified a > 10 kb long non-coding RNA (lncRNA) spanning nearly the entire KLAR region on the antisense strand and demonstrated that this antisense-to-LANA transcript (ALT) is induced upon reactivation",Introduction,reviewer_calibration,medium
pmid-41867743,41867743,HIV-1 gp120-induced lysosomal stress responses are controlled by TRPML1 redox sensors.,direct,interaction_cofactor,direct_target,central,"HAND patients [12,13] and in neurons treated with gp120 [14], other short-lived reactive molecules may also be involved in HAND [13,15]. The reactive species interactome (RSI) is a relatively new concept of cellular stress signaling that involves reactive sulfur species (RSS), RNS, ROS, and reactive carbonyl species (RCS); the RSI also includes interactions between the various reactive species and their biological targets [16",Introduction,none,high
pmid-41805193,41805193,Repression of EEF1D by KSHV RTA promotes viral lytic reactivation.,direct,ptm_degradation,direct_target,central,"y, the viral episome is tethered to host chromosomes, enabling persistence with limited antigen expression and immune evasion (6–13). Various environmental and host factors, including hypoxia, oxidative stress, immune dysregulation, and inflammatory signals, can trigger reactivation into the lytic cycle (14–18). Lytic replication involves the temporally ordered expression of immediate-early, early, and late genes, leading to vir",INTRODUCTION,none,high
pmid-41804779,41804779,Sulfonyl Anthranilic Acid Analogues Display Pan-Serotype Anti-Dengue Activity by Downregulating the Expression of Ribosomal Proteins Encoded by 5'-Terminal Oligopyrimidine Motif-Containing mRNA.,direct,localization_retention,direct_target,central,"rame is flanked by 5′ and 3′ untranslated regions (UTRs), which form highly conserved secondary structures that are essential for efficient RNA replication and translation. , Despite intense research efforts, to date, there are no currently effective antiviral drugs available against DENV serotypes, , with some direct-acting antiviral compounds (e.g., mosnodenvir/JNJ-64281802) that have recently failed to progress to clinical",Introduction,none,high
pmid-41788799,41788799,Interplay between flaviviruses and the interferon response: mechanisms of immune evasion and therapeutic implications.,background,ptm_degradation,incidental,incidental,"When a virus invades our bodies, it triggers an immediate and complex battle within. Leading the charge is our innate immune system-a rapid-response defense network that works to contain and eliminate threats. -Among its most critical weapons are interferons (IFNs), a family of signaling proteins renowned for their potent antiviral power. While type I and II IFNs have long been stu",Introduction,tighten_query,medium
pmid-41772600,41772600,TARDBP as a regulator of HIV-1 assembly and infection: a review of targeting the viral capsid precursor Pr55Gag and limiting viral core entry.,direct,ptm_degradation,direct_target,central,"r (Sunlenca®) [8–17]. This new drug selectively binds to the hexamer subunits of the HIV-1 CA protein, disrupting the viral core lattice and impairing both the nuclear import of viral DNA and viral CA generation [11–16], thereby acting at the early and late stages of the HIV life cycle. In contrast, to the recent development of CA-targeted antivirals, CA-targeted restriction of retroviruses by host proteins has long been establis",HIV-1 Pr55Gag as antiviral target,none,medium
pmid-41758647,41758647,"RNase L regulates the antiviral proteome by accelerating mRNA decay, inhibiting nuclear mRNA export, and repressing transcription.",indirect,ptm_degradation,pathway_or_context,supporting,"lication of numerous and diverse viruses.9–14 RNase L has been widely thought to suppress viral replication by cleaving viral RNA, cleaving ribosomes to arrest translation, and/or generating RNA fragments that induce the type I interferon (IFN) response, autophagy, and the inflammasome.15–18 More recently, RNase L was shown to trigger widespread degradation of cellular mRNA.19–21 The loss of cellular mRNA was shown to be the p",INTRODUCTION,reviewer_calibration,medium
