paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-40705396,40705396,"Durvalumab versus Physician's Choice Chemotherapy in Recurrent Ovarian Clear Cell Adenocarcinoma (MOCCA/APGOT-OV2/GCGS-OV3): A Multicenter, Randomized, Phase 2 Trial.",direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-40702584,40702584,Multiple ctDNA- based biomarkers predict benefit from selective RET Inhibition in non-small cell lung cancer patients: exploratory analysis of a prospective study.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;progression;resistance;response,tighten_query,medium,exclude
pmid-40686734,40686734,Treatment of Ovarian Clear Cell Carcinoma: A Case of Successful Management With Targeted Therapies.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;progression;response,none,high,direct_mechanistic
pmid-40656600,40656600,Understanding and overcoming CDK4/6 inhibitor resistance in HR+/HER2- metastatic breast cancer: clinical and molecular perspectives.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pi3k-alpha;alpelisib;pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-40652157,40652157,"Genomic landscape of hormone therapy-resistant HR-positive, HER2-negative breast cancer.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;metabolic;relapse;pik3ca;ctdna,tighten_query,medium,exclude
pmid-40629431,40629431,Mutational landscape of pure ductal carcinoma in situ and associations with disease prognosis and response to radiotherapy.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-40597137,40597137,Long-term efficacy and updated survival outcomes of sintilimab plus anlotinib in patients with PD-L1-positive recurrent or metastatic cervical cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-40575161,40575161,"Navigating beyond the surface - prognostic significance of KRAS, NRAS, BRAF, PIK3CA, and TP53 mutations examined by exons.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;resistance;biomarker;response,tighten_query,medium,exclude
pmid-40547649,40547649,Evaluation of Bioactivity Effects of Paramignya trimera in the Treatment of Lung Cancer through In Silico Approaches.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;metabolic;response;immune;pik3ca,tighten_query,medium,exclude
pmid-40536266,40536266,Prolonged response to PIK3CA inhibition in an advanced hormone-positive breast cancer patient with 3 mutations in the alpha subunit of PI-3 kinase.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;alpelisib;response;pik3ca,tighten_query,medium,exclude
pmid-40512191,40512191,ctDNA Analysis in ERBB2-Amplified Colorectal Cancer: Biomarker Analysis of the MyPathway Trial.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;combinations;progression;resistance,tighten_query,medium,exclude
pmid-40481231,40481231,First report of successful pregnancies after treatment with alpelisib for PIK3CA-related overgrowth spectrum.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;acquired resistance;resistance,none,high,direct_mechanistic
pmid-40463905,40463905,ARID1A deficiency attenuates the response to EGFR-TKI treatment in lung adenocarcinoma.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;progression;cell-cycle;resistance;biomarker,tighten_query,medium,exclude
pmid-40456875,40456875,MET exon 14 skipping mutations in non-small-cell lung cancer a 3 years screening experience.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: discontinuation;progression;response;relapse;immune;pik3ca,tighten_query,medium,exclude
pmid-40454641,40454641,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched inavolisib;progression;progression-free survival;progression-free,none,high,direct_mechanistic
pmid-40452844,40452844,RET fusion driven (RETfus+) non-small cell lung cancer: a comprehensive genomic profiling study with histologic correlation.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;response;immune;pik3ca;mapk;pi3k,tighten_query,medium,exclude
pmid-40369610,40369610,ESR1 testing on FFPE samples from metastatic lesions in HR + /HER2- breast cancer after progression on CDK4/6 inhibitor therapy.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-40360478,40360478,DiffInvex identifies evolutionary shifts in driver gene repertoires during tumorigenesis and chemotherapy.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-40323930,40323930,High frequency of the PIK3CA H1047L mutation in Indonesian breast cancer across molecular subtypes.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;resistance;alpelisib;biomarker;response,tighten_query,medium,exclude
pmid-40303291,40303291,The SGK3/GSK3β/β-catenin signaling promotes breast cancer stemness and confers resistance to alpelisib therapy.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched alpelisib;pik3ca;drug resistance;resistance,none,high,direct_mechanistic
pmid-40301895,40301895,Molecular characteristics and responses to EGFR tyrosine kinase inhibitors in non-small cell lung cancer patients with EGFR exon 19 insertions.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;or combination;combinations;progression;resistance,tighten_query,medium,exclude
